---
name: Sybil Report
about: Report Sybil Activity on LayerZero
title: "[Sybil Report]"
labels: under review
assignees: LayerZero-GH

---

# Reported Addresses

address,tx_count,amount,amount_avg,Source_chain,Destination_chain,Contracts_count,day,week,month,created_day,created_at
0x8d38895e112d52e0107b0c73828d2b5331821345,89,11661.73,131.0307,9,22,25,47,32,10,361,2023-05-10 20:02:20.000 UTC
0x5dee4c4dc6bb22622c26097155b7b4a32fe4dbee,89,11749.69,132.019,9,22,25,47,32,10,361,2023-05-10 20:06:30.000 UTC
0x7016e44b4932e7cee934921128cecfbecbc6ea23,89,11729.24,131.7892,9,21,25,47,32,10,361,2023-05-10 20:09:26.000 UTC
0x9595c3732cac7524d6f6b101dbc46f22dbd93558,90,11795.31,131.059,9,21,25,47,32,10,361,2023-05-10 20:15:52.000 UTC
0x6dda4517cddf229236189f16efa86ad371322e13,88,11811.81,134.2251,9,22,25,47,32,10,361,2023-05-10 20:19:02.000 UTC
0x289771d633d8857cef338f81ea6ef616b9a236a6,88,11835.64,134.4959,9,22,25,47,32,10,361,2023-05-10 20:24:38.000 UTC
0xb208618549f8a73b21c96bd24af4ec220c4a8b91,88,11805.29,134.151,9,22,25,47,32,10,361,2023-05-10 20:27:12.000 UTC
0xc2ea66110e02d3f2b6de918fbed9b0b65b6099b9,89,11886.47,133.5558,9,21,25,47,32,10,361,2023-05-10 20:29:24.000 UTC
0xc734655be6fa1d232d5ca9763ef12d2667a591e4,88,11931.6,135.5864,9,22,25,47,32,10,361,2023-05-10 20:31:22.000 UTC
0x495bf1ce176fc90d4f5deee9b41e2aef2fe4a30d,89,11736.03,131.8655,9,22,25,47,32,10,361,2023-05-10 20:37:20.000 UTC
0x3f904c93bde365892849646b87ac34606f61926d,87,11812.2,135.7724,9,22,25,47,32,10,361,2023-05-10 20:41:04.000 UTC
0x55cd47bd7df0da20eb576f7fe893f2f175cd0763,90,11815.06,131.2784,9,22,25,47,32,10,361,2023-05-10 20:44:16.000 UTC
